target,message,length,sentence,words,words_cleaned,stemmed_words,lemmatized_words
ham,hey there glad u r better now i hear u treated urself to a digi cam is it good we r off at 9pm have a fab new year c u in coupla wks ,34,['hey there glad u r better now i hear u treated urself to a digi cam is it good we r off at 9pm have a fab new year c u in coupla wks'],"[['hey', 'there', 'glad', 'u', 'r', 'better', 'now', 'i', 'hear', 'u', 'treated', 'urself', 'to', 'a', 'digi', 'cam', 'is', 'it', 'good', 'we', 'r', 'off', 'at', '9pm', 'have', 'a', 'fab', 'new', 'year', 'c', 'u', 'in', 'coupla', 'wks']]","['hey', 'there', 'glad', 'u', 'r', 'better', 'now', 'i', 'hear', 'u', 'treated', 'urself', 'to', 'a', 'digi', 'cam', 'is', 'it', 'good', 'we', 'r', 'off', 'at', '9pm', 'have', 'a', 'fab', 'new', 'year', 'c', 'u', 'in', 'coupla', 'wks']","['hey', 'there', 'glad', 'u', 'r', 'better', 'now', 'i', 'hear', 'u', 'treat', 'urself', 'to', 'a', 'digi', 'cam', 'is', 'it', 'good', 'we', 'r', 'off', 'at', '9pm', 'have', 'a', 'fab', 'new', 'year', 'c', 'u', 'in', 'coupla', 'wk']","['hey', 'there', 'glad', 'u', 'r', 'better', 'now', 'i', 'hear', 'u', 'treated', 'urself', 'to', 'a', 'digi', 'cam', 'is', 'it', 'good', 'we', 'r', 'off', 'at', '9pm', 'have', 'a', 'fab', 'new', 'year', 'c', 'u', 'in', 'coupla', 'wks']"
ham,no way i m going back there ,7,['no way i m going back there'],"[['no', 'way', 'i', 'm', 'going', 'back', 'there']]","['no', 'way', 'i', 'm', 'going', 'back', 'there']","['no', 'way', 'i', 'm', 'go', 'back', 'there']","['no', 'way', 'i', 'm', 'going', 'back', 'there']"
spam,urgent your mobile no 077xxx won a 2 000 bonus caller prize on 02 06 03 this is the 2nd attempt to reach you call 09066362206 asap box97n7qp 150ppm,28,['urgent your mobile no 077xxx won a 2 000 bonus caller prize on 02 06 03 this is the 2nd attempt to reach you call 09066362206 asap box97n7qp 150ppm'],"[['urgent', 'your', 'mobile', 'no', '077xxx', 'won', 'a', '2', '000', 'bonus', 'caller', 'prize', 'on', '02', '06', '03', 'this', 'is', 'the', '2nd', 'attempt', 'to', 'reach', 'you', 'call', '09066362206', 'asap', 'box97n7qp', '150ppm']]","['urgent', 'your', 'mobile', 'no', '077xxx', 'won', 'a', '2', '000', 'bonus', 'caller', 'prize', 'on', '02', '06', '03', 'this', 'is', 'the', '2nd', 'attempt', 'to', 'reach', 'you', 'call', '09066362206', 'asap', 'box97n7qp', '150ppm']","['urgent', 'your', 'mobil', 'no', '077xxx', 'won', 'a', '2', '000', 'bonu', 'caller', 'prize', 'on', '02', '06', '03', 'thi', 'is', 'the', '2nd', 'attempt', 'to', 'reach', 'you', 'call', '09066362206', 'asap', 'box97n7qp', '150ppm']","['urgent', 'your', 'mobile', 'no', '077xxx', 'won', 'a', '2', '000', 'bonus', 'caller', 'prize', 'on', '02', '06', '03', 'this', 'is', 'the', '2nd', 'attempt', 'to', 'reach', 'you', 'call', '09066362206', 'asap', 'box97n7qp', '150ppm']"
ham,i will cal you sir in meeting,6,['i will cal you sir in meeting'],"[['i', 'will', 'cal', 'you', 'sir', 'in', 'meeting']]","['i', 'will', 'cal', 'you', 'sir', 'in', 'meeting']","['i', 'will', 'cal', 'you', 'sir', 'in', 'meet']","['i', 'will', 'cal', 'you', 'sir', 'in', 'meeting']"
ham,that s what i love to hear v see you sundayish then,11,['that s what i love to hear v see you sundayish then'],"[['that', 's', 'what', 'i', 'love', 'to', 'hear', 'v', 'see', 'you', 'sundayish', 'then']]","['that', 's', 'what', 'i', 'love', 'to', 'hear', 'v', 'see', 'you', 'sundayish', 'then']","['that', 's', 'what', 'i', 'love', 'to', 'hear', 'v', 'see', 'you', 'sundayish', 'then']","['that', 's', 'what', 'i', 'love', 'to', 'hear', 'v', 'see', 'you', 'sundayish', 'then']"
ham,sorry da thangam very very sorry i am held up with prasad ,12,['sorry da thangam very very sorry i am held up with prasad'],"[['sorry', 'da', 'thangam', 'very', 'very', 'sorry', 'i', 'am', 'held', 'up', 'with', 'prasad']]","['sorry', 'da', 'thangam', 'very', 'very', 'sorry', 'i', 'am', 'held', 'up', 'with', 'prasad']","['sorri', 'da', 'thangam', 'veri', 'veri', 'sorri', 'i', 'am', 'held', 'up', 'with', 'prasad']","['sorry', 'da', 'thangam', 'very', 'very', 'sorry', 'i', 'am', 'held', 'up', 'with', 'prasad']"
ham,tiwary to rcb battle between bang and kochi ,8,['tiwary to rcb battle between bang and kochi'],"[['tiwary', 'to', 'rcb', 'battle', 'between', 'bang', 'and', 'kochi']]","['tiwary', 'to', 'rcb', 'battle', 'between', 'bang', 'and', 'kochi']","['tiwari', 'to', 'rcb', 'battl', 'between', 'bang', 'and', 'kochi']","['tiwary', 'to', 'rcb', 'battle', 'between', 'bang', 'and', 'kochi']"
ham,thank god they are in bed ,6,['thank god they are in bed'],"[['thank', 'god', 'they', 'are', 'in', 'bed']]","['thank', 'god', 'they', 'are', 'in', 'bed']","['thank', 'god', 'they', 'are', 'in', 'bed']","['thank', 'god', 'they', 'are', 'in', 'bed']"
ham,no i don t have cancer moms making a big deal out of a regular checkup aka pap smear,18,['no i don t have cancer moms making a big deal out of a regular checkup aka pap smear'],"[['no', 'i', 'don', 't', 'have', 'cancer', 'moms', 'making', 'a', 'big', 'deal', 'out', 'of', 'a', 'regular', 'checkup', 'aka', 'pap', 'smear']]","['no', 'i', 'don', 't', 'have', 'cancer', 'moms', 'making', 'a', 'big', 'deal', 'out', 'of', 'a', 'regular', 'checkup', 'aka', 'pap', 'smear']","['no', 'i', 'don', 't', 'have', 'cancer', 'mom', 'make', 'a', 'big', 'deal', 'out', 'of', 'a', 'regular', 'checkup', 'aka', 'pap', 'smear']","['no', 'i', 'don', 't', 'have', 'cancer', 'mom', 'making', 'a', 'big', 'deal', 'out', 'of', 'a', 'regular', 'checkup', 'aka', 'pap', 'smear']"
ham,am in gobi arts college,4,['am in gobi arts college'],"[['am', 'in', 'gobi', 'arts', 'college']]","['am', 'in', 'gobi', 'arts', 'college']","['am', 'in', 'gobi', 'art', 'colleg']","['am', 'in', 'gobi', 'art', 'college']"
ham,why she wants to talk to me,6,['why she wants to talk to me'],"[['why', 'she', 'wants', 'to', 'talk', 'to', 'me']]","['why', 'she', 'wants', 'to', 'talk', 'to', 'me']","['whi', 'she', 'want', 'to', 'talk', 'to', 'me']","['why', 'she', 'want', 'to', 'talk', 'to', 'me']"
ham,pandy joined 4w technologies today he got job ,8,['pandy joined 4w technologies today he got job'],"[['pandy', 'joined', '4w', 'technologies', 'today', 'he', 'got', 'job']]","['pandy', 'joined', '4w', 'technologies', 'today', 'he', 'got', 'job']","['pandi', 'join', '4w', 'technolog', 'today', 'he', 'got', 'job']","['pandy', 'joined', '4w', 'technology', 'today', 'he', 'got', 'job']"
spam,you are guaranteed the latest nokia phone a 40gb ipod mp3 player or a 500 prize txt word collect to no 83355 ibhltd ldnw15h 150p mtmsgrcvd18,25,['you are guaranteed the latest nokia phone a 40gb ipod mp3 player or a 500 prize txt word collect to no 83355 ibhltd ldnw15h 150p mtmsgrcvd18'],"[['you', 'are', 'guaranteed', 'the', 'latest', 'nokia', 'phone', 'a', '40gb', 'ipod', 'mp3', 'player', 'or', 'a', '500', 'prize', 'txt', 'word', 'collect', 'to', 'no', '83355', 'ibhltd', 'ldnw15h', '150p', 'mtmsgrcvd18']]","['you', 'are', 'guaranteed', 'the', 'latest', 'nokia', 'phone', 'a', '40gb', 'ipod', 'mp3', 'player', 'or', 'a', '500', 'prize', 'txt', 'word', 'collect', 'to', 'no', '83355', 'ibhltd', 'ldnw15h', '150p', 'mtmsgrcvd18']","['you', 'are', 'guarante', 'the', 'latest', 'nokia', 'phone', 'a', '40gb', 'ipod', 'mp3', 'player', 'or', 'a', '500', 'prize', 'txt', 'word', 'collect', 'to', 'no', '83355', 'ibhltd', 'ldnw15h', '150p', 'mtmsgrcvd18']","['you', 'are', 'guaranteed', 'the', 'latest', 'nokia', 'phone', 'a', '40gb', 'ipod', 'mp3', 'player', 'or', 'a', '500', 'prize', 'txt', 'word', 'collect', 'to', 'no', '83355', 'ibhltd', 'ldnw15h', '150p', 'mtmsgrcvd18']"
ham,they can try they can get lost in fact tee hee,10,['they can try they can get lost in fact tee hee'],"[['they', 'can', 'try', 'they', 'can', 'get', 'lost', 'in', 'fact', 'tee', 'hee']]","['they', 'can', 'try', 'they', 'can', 'get', 'lost', 'in', 'fact', 'tee', 'hee']","['they', 'can', 'tri', 'they', 'can', 'get', 'lost', 'in', 'fact', 'tee', 'hee']","['they', 'can', 'try', 'they', 'can', 'get', 'lost', 'in', 'fact', 'tee', 'hee']"
ham,,0,['nan'],[['nan']],['nan'],['nan'],['nan']
ham,my friends use to call the same ,7,['my friends use to call the same'],"[['my', 'friends', 'use', 'to', 'call', 'the', 'same']]","['my', 'friends', 'use', 'to', 'call', 'the', 'same']","['my', 'friend', 'use', 'to', 'call', 'the', 'same']","['my', 'friend', 'use', 'to', 'call', 'the', 'same']"
ham,,0,['nan'],[['nan']],['nan'],['nan'],['nan']
ham,em its olowoyey usc edu have a great time in argentina not sad about secretary everything is a blessing,18,['em its olowoyey usc edu have a great time in argentina not sad about secretary everything is a blessing'],"[['em', 'its', 'olowoyey', 'usc', 'edu', 'have', 'a', 'great', 'time', 'in', 'argentina', 'not', 'sad', 'about', 'secretary', 'everything', 'is', 'a', 'blessing']]","['em', 'its', 'olowoyey', 'usc', 'edu', 'have', 'a', 'great', 'time', 'in', 'argentina', 'not', 'sad', 'about', 'secretary', 'everything', 'is', 'a', 'blessing']","['em', 'it', 'olowoyey', 'usc', 'edu', 'have', 'a', 'great', 'time', 'in', 'argentina', 'not', 'sad', 'about', 'secretari', 'everyth', 'is', 'a', 'bless']","['em', 'it', 'olowoyey', 'usc', 'edu', 'have', 'a', 'great', 'time', 'in', 'argentina', 'not', 'sad', 'about', 'secretary', 'everything', 'is', 'a', 'blessing']"
ham,it s a taxt massage tie pos argh ok lool ,10,['it s a taxt massage tie pos argh ok lool'],"[['it', 's', 'a', 'taxt', 'massage', 'tie', 'pos', 'argh', 'ok', 'lool']]","['it', 's', 'a', 'taxt', 'massage', 'tie', 'pos', 'argh', 'ok', 'lool']","['it', 's', 'a', 'taxt', 'massag', 'tie', 'po', 'argh', 'ok', 'lool']","['it', 's', 'a', 'taxt', 'massage', 'tie', 'po', 'argh', 'ok', 'lool']"
ham,hi can i please get a lt gt dollar loan from you i ll pay you back by mid february pls ,21,['hi can i please get a lt gt dollar loan from you i ll pay you back by mid february pls'],"[['hi', 'can', 'i', 'please', 'get', 'a', 'lt', 'gt', 'dollar', 'loan', 'from', 'you', 'i', 'll', 'pay', 'you', 'back', 'by', 'mid', 'february', 'pls']]","['hi', 'can', 'i', 'please', 'get', 'a', 'lt', 'gt', 'dollar', 'loan', 'from', 'you', 'i', 'll', 'pay', 'you', 'back', 'by', 'mid', 'february', 'pls']","['hi', 'can', 'i', 'pleas', 'get', 'a', 'lt', 'gt', 'dollar', 'loan', 'from', 'you', 'i', 'll', 'pay', 'you', 'back', 'by', 'mid', 'februari', 'pl']","['hi', 'can', 'i', 'please', 'get', 'a', 'lt', 'gt', 'dollar', 'loan', 'from', 'you', 'i', 'll', 'pay', 'you', 'back', 'by', 'mid', 'february', 'pls']"
ham,you might want to pull out more just in case and just plan on not spending it if you can i don t have much confidence in derek and taylor s money management,32,['you might want to pull out more just in case and just plan on not spending it if you can i don t have much confidence in derek and taylor s money management'],"[['you', 'might', 'want', 'to', 'pull', 'out', 'more', 'just', 'in', 'case', 'and', 'just', 'plan', 'on', 'not', 'spending', 'it', 'if', 'you', 'can', 'i', 'don', 't', 'have', 'much', 'confidence', 'in', 'derek', 'and', 'taylor', 's', 'money', 'management']]","['you', 'might', 'want', 'to', 'pull', 'out', 'more', 'just', 'in', 'case', 'and', 'just', 'plan', 'on', 'not', 'spending', 'it', 'if', 'you', 'can', 'i', 'don', 't', 'have', 'much', 'confidence', 'in', 'derek', 'and', 'taylor', 's', 'money', 'management']","['you', 'might', 'want', 'to', 'pull', 'out', 'more', 'just', 'in', 'case', 'and', 'just', 'plan', 'on', 'not', 'spend', 'it', 'if', 'you', 'can', 'i', 'don', 't', 'have', 'much', 'confid', 'in', 'derek', 'and', 'taylor', 's', 'money', 'manag']","['you', 'might', 'want', 'to', 'pull', 'out', 'more', 'just', 'in', 'case', 'and', 'just', 'plan', 'on', 'not', 'spending', 'it', 'if', 'you', 'can', 'i', 'don', 't', 'have', 'much', 'confidence', 'in', 'derek', 'and', 'taylor', 's', 'money', 'management']"
ham,do you like shaking your booty on the dance floor ,10,['do you like shaking your booty on the dance floor'],"[['do', 'you', 'like', 'shaking', 'your', 'booty', 'on', 'the', 'dance', 'floor']]","['do', 'you', 'like', 'shaking', 'your', 'booty', 'on', 'the', 'dance', 'floor']","['do', 'you', 'like', 'shake', 'your', 'booti', 'on', 'the', 'danc', 'floor']","['do', 'you', 'like', 'shaking', 'your', 'booty', 'on', 'the', 'dance', 'floor']"
ham,text me when you get off don t call my phones having problems,12,['text me when you get off don t call my phones having problems'],"[['text', 'me', 'when', 'you', 'get', 'off', 'don', 't', 'call', 'my', 'phones', 'having', 'problems']]","['text', 'me', 'when', 'you', 'get', 'off', 'don', 't', 'call', 'my', 'phones', 'having', 'problems']","['text', 'me', 'when', 'you', 'get', 'off', 'don', 't', 'call', 'my', 'phone', 'have', 'problem']","['text', 'me', 'when', 'you', 'get', 'off', 'don', 't', 'call', 'my', 'phone', 'having', 'problem']"
ham,no need for the drug anymore ,6,['no need for the drug anymore'],"[['no', 'need', 'for', 'the', 'drug', 'anymore']]","['no', 'need', 'for', 'the', 'drug', 'anymore']","['no', 'need', 'for', 'the', 'drug', 'anymor']","['no', 'need', 'for', 'the', 'drug', 'anymore']"
ham,sorry da i was thought of calling you lot of times lil busy i will call you at noon ,19,['sorry da i was thought of calling you lot of times lil busy i will call you at noon'],"[['sorry', 'da', 'i', 'was', 'thought', 'of', 'calling', 'you', 'lot', 'of', 'times', 'lil', 'busy', 'i', 'will', 'call', 'you', 'at', 'noon']]","['sorry', 'da', 'i', 'was', 'thought', 'of', 'calling', 'you', 'lot', 'of', 'times', 'lil', 'busy', 'i', 'will', 'call', 'you', 'at', 'noon']","['sorri', 'da', 'i', 'wa', 'thought', 'of', 'call', 'you', 'lot', 'of', 'time', 'lil', 'busi', 'i', 'will', 'call', 'you', 'at', 'noon']","['sorry', 'da', 'i', 'wa', 'thought', 'of', 'calling', 'you', 'lot', 'of', 'time', 'lil', 'busy', 'i', 'will', 'call', 'you', 'at', 'noon']"
ham,its sarcasm nt scarcasim,3,['its sarcasm nt scarcasim'],"[['its', 'sarcasm', 'nt', 'scarcasim']]","['its', 'sarcasm', 'nt', 'scarcasim']","['it', 'sarcasm', 'nt', 'scarcasim']","['it', 'sarcasm', 'nt', 'scarcasim']"
ham,great i have to run now so ttyl ,8,['great i have to run now so ttyl'],"[['great', 'i', 'have', 'to', 'run', 'now', 'so', 'ttyl']]","['great', 'i', 'have', 'to', 'run', 'now', 'so', 'ttyl']","['great', 'i', 'have', 'to', 'run', 'now', 'so', 'ttyl']","['great', 'i', 'have', 'to', 'run', 'now', 'so', 'ttyl']"
ham,feel like trying kadeem again v,5,['feel like trying kadeem again v'],"[['feel', 'like', 'trying', 'kadeem', 'again', 'v']]","['feel', 'like', 'trying', 'kadeem', 'again', 'v']","['feel', 'like', 'tri', 'kadeem', 'again', 'v']","['feel', 'like', 'trying', 'kadeem', 'again', 'v']"
ham,dai lt gt naal eruku ,5,['dai lt gt naal eruku'],"[['dai', 'lt', 'gt', 'naal', 'eruku']]","['dai', 'lt', 'gt', 'naal', 'eruku']","['dai', 'lt', 'gt', 'naal', 'eruku']","['dai', 'lt', 'gt', 'naal', 'eruku']"
ham,not yet chikku wat abt u ,6,['not yet chikku wat abt u'],"[['not', 'yet', 'chikku', 'wat', 'abt', 'u']]","['not', 'yet', 'chikku', 'wat', 'abt', 'u']","['not', 'yet', 'chikku', 'wat', 'abt', 'u']","['not', 'yet', 'chikku', 'wat', 'abt', 'u']"
ham,,0,['nan'],[['nan']],['nan'],['nan'],['nan']
ham,want to finally have lunch today ,6,['want to finally have lunch today'],"[['want', 'to', 'finally', 'have', 'lunch', 'today']]","['want', 'to', 'finally', 'have', 'lunch', 'today']","['want', 'to', 'final', 'have', 'lunch', 'today']","['want', 'to', 'finally', 'have', 'lunch', 'today']"
ham,do you know when dad will be back ,8,['do you know when dad will be back'],"[['do', 'you', 'know', 'when', 'dad', 'will', 'be', 'back']]","['do', 'you', 'know', 'when', 'dad', 'will', 'be', 'back']","['do', 'you', 'know', 'when', 'dad', 'will', 'be', 'back']","['do', 'you', 'know', 'when', 'dad', 'will', 'be', 'back']"
spam,hello darling how are you today i would love to have a chat why dont you tell me what you look like and what you are in to sexy ,29,['hello darling how are you today i would love to have a chat why dont you tell me what you look like and what you are in to sexy'],"[['hello', 'darling', 'how', 'are', 'you', 'today', 'i', 'would', 'love', 'to', 'have', 'a', 'chat', 'why', 'dont', 'you', 'tell', 'me', 'what', 'you', 'look', 'like', 'and', 'what', 'you', 'are', 'in', 'to', 'sexy']]","['hello', 'darling', 'how', 'are', 'you', 'today', 'i', 'would', 'love', 'to', 'have', 'a', 'chat', 'why', 'dont', 'you', 'tell', 'me', 'what', 'you', 'look', 'like', 'and', 'what', 'you', 'are', 'in', 'to', 'sexy']","['hello', 'darl', 'how', 'are', 'you', 'today', 'i', 'would', 'love', 'to', 'have', 'a', 'chat', 'whi', 'dont', 'you', 'tell', 'me', 'what', 'you', 'look', 'like', 'and', 'what', 'you', 'are', 'in', 'to', 'sexi']","['hello', 'darling', 'how', 'are', 'you', 'today', 'i', 'would', 'love', 'to', 'have', 'a', 'chat', 'why', 'dont', 'you', 'tell', 'me', 'what', 'you', 'look', 'like', 'and', 'what', 'you', 'are', 'in', 'to', 'sexy']"
spam,8007 free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www getzed co uk pobox 36504 w4 5wq norm 150p tone 16 ,36,['8007 free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www getzed co uk pobox 36504 w4 5wq norm 150p tone 16'],"[['8007', 'free', 'for', '1st', 'week', 'no1', 'nokia', 'tone', '4', 'ur', 'mob', 'every', 'week', 'just', 'txt', 'nokia', 'to', '8007', 'get', 'txting', 'and', 'tell', 'ur', 'mates', 'www', 'getzed', 'co', 'uk', 'pobox', '36504', 'w4', '5wq', 'norm', '150p', 'tone', '16']]","['8007', 'free', 'for', '1st', 'week', 'no1', 'nokia', 'tone', '4', 'ur', 'mob', 'every', 'week', 'just', 'txt', 'nokia', 'to', '8007', 'get', 'txting', 'and', 'tell', 'ur', 'mates', 'www', 'getzed', 'co', 'uk', 'pobox', '36504', 'w4', '5wq', 'norm', '150p', 'tone', '16']","['8007', 'free', 'for', '1st', 'week', 'no1', 'nokia', 'tone', '4', 'ur', 'mob', 'everi', 'week', 'just', 'txt', 'nokia', 'to', '8007', 'get', 'txting', 'and', 'tell', 'ur', 'mate', 'www', 'getz', 'co', 'uk', 'pobox', '36504', 'w4', '5wq', 'norm', '150p', 'tone', '16']","['8007', 'free', 'for', '1st', 'week', 'no1', 'nokia', 'tone', '4', 'ur', 'mob', 'every', 'week', 'just', 'txt', 'nokia', 'to', '8007', 'get', 'txting', 'and', 'tell', 'ur', 'mate', 'www', 'getzed', 'co', 'uk', 'pobox', '36504', 'w4', '5wq', 'norm', '150p', 'tone', '16']"
ham,he remains a bro amongst bros,5,['he remains a bro amongst bros'],"[['he', 'remains', 'a', 'bro', 'amongst', 'bros']]","['he', 'remains', 'a', 'bro', 'amongst', 'bros']","['he', 'remain', 'a', 'bro', 'amongst', 'bro']","['he', 'remains', 'a', 'bro', 'amongst', 'bros']"
ham,r u meeting da ge at nite tmr ,8,['r u meeting da ge at nite tmr'],"[['r', 'u', 'meeting', 'da', 'ge', 'at', 'nite', 'tmr']]","['r', 'u', 'meeting', 'da', 'ge', 'at', 'nite', 'tmr']","['r', 'u', 'meet', 'da', 'ge', 'at', 'nite', 'tmr']","['r', 'u', 'meeting', 'da', 'ge', 'at', 'nite', 'tmr']"
ham, was a nice day and impressively i was sensible went home early and now feel fine or am i just boring when s yours i can t remember ,29,[' was a nice day and impressively i was sensible went home early and now feel fine or am i just boring when s yours i can t remember'],"[['was', 'a', 'nice', 'day', 'and', 'impressively', 'i', 'was', 'sensible', 'went', 'home', 'early', 'and', 'now', 'feel', 'fine', 'or', 'am', 'i', 'just', 'boring', 'when', 's', 'yours', 'i', 'can', 't', 'remember']]","['was', 'a', 'nice', 'day', 'and', 'impressively', 'i', 'was', 'sensible', 'went', 'home', 'early', 'and', 'now', 'feel', 'fine', 'or', 'am', 'i', 'just', 'boring', 'when', 's', 'yours', 'i', 'can', 't', 'remember']","['wa', 'a', 'nice', 'day', 'and', 'impress', 'i', 'wa', 'sensibl', 'went', 'home', 'earli', 'and', 'now', 'feel', 'fine', 'or', 'am', 'i', 'just', 'bore', 'when', 's', 'your', 'i', 'can', 't', 'rememb']","['wa', 'a', 'nice', 'day', 'and', 'impressively', 'i', 'wa', 'sensible', 'went', 'home', 'early', 'and', 'now', 'feel', 'fine', 'or', 'am', 'i', 'just', 'boring', 'when', 's', 'yours', 'i', 'can', 't', 'remember']"
